FID1 IID1 FID2 IID2 HetHet IBS0 KINSHIP
0 1533656 0 4015014 0.041 0.0135 0.0487
0 1075219 0 5722544 0.042 0.0142 0.0481
0 3983062 0 5758276 0.067 0 0.2487
0 3315371 0 5590169 0.053 0.0104 0.1205
0 2173553 0 1978799 0.074 0.0053 0.2356
0 1950201 0 3570258 0.044 0.0148 0.0534
0 3004374 0 4574119 0.067 1e-04 0.249
0 4363113 0 5672265 0.052 0.0096 0.1199
0 3655279 0 3849572 0.044 0.0153 0.0513
0 4516577 0 2692443 0.075 0.0047 0.2412
0 3884542 0 5827334 0.046 0.0143 0.0626
0 5063723 0 5968586 0.048 0.013 0.0833
0 1196796 0 5134947 0.052 0.0095 0.1227
0 1510659 0 4064938 0.043 0.0154 0.0445
0 5195982 0 2306834 0.074 0.0059 0.2316
0 4419447 0 2799597 0.044 0.0141 0.0597
0 1269590 0 1698291 0.052 0.0088 0.1296
0 2062220 0 2610423 0.047 0.0131 0.0767
0 1526215 0 2803705 0.041 0.0135 0.0483
0 2981221 0 4903676 0.047 0.0132 0.0698
0 3051368 0 3069063 0.045 0.0153 0.0549
0 1102550 0 5792666 0.051 0.0105 0.1118
0 5943528 0 4786711 0.044 0.0151 0.0506
0 4167684 0 1194519 0.053 0.009 0.1319
0 2748963 0 4559698 0.044 0.0145 0.0572
0 3363935 0 4290274 0.048 0.013 0.0815
0 4911420 0 1885401 0.064 1e-04 0.2468
0 4679082 0 4129108 0.077 0.0054 0.2447
0 4576432 0 3833357 0.074 0.0046 0.2374
0 5154073 0 4777702 0.081 0.0035 0.2794
0 3504571 0 2263604 0.077 0.0037 0.2606
0 2439476 0 5144561 0.048 0.0135 0.0752
0 2848803 0 2578975 0.045 0.0145 0.0569
0 2645271 0 2110383 0.077 0.0062 0.2358
0 3956602 0 1731567 0.079 0.0038 0.2694
0 3693911 0 3531707 0.076 0.0044 0.2534
0 4527539 0 5146620 0.044 0.0153 0.048
0 4633310 0 3024689 0.046 0.0143 0.0656
0 5187911 0 3275230 0.082 0.0034 0.2833
0 5825642 0 2721158 0.048 0.0119 0.0852
0 1737978 0 2714008 0.044 0.0147 0.0526
0 2854691 0 5954736 0.046 0.0143 0.0634
0 4434825 0 3737886 0.045 0.015 0.0517
0 4256479 0 2111336 0.047 0.0141 0.0708
0 2872581 0 1925775 0.077 0.004 0.2548
0 2540095 0 2353138 0.046 0.0151 0.0545
0 2124033 0 3034724 0.046 0.0139 0.0661
0 4941760 0 4015829 0.067 1e-04 0.2486
0 3143047 0 2229001 0.047 0.014 0.0712
0 2554828 0 5673060 0.045 0.0146 0.0586
0 5169465 0 2562625 0.08 0.0048 0.2598
0 3781704 0 3618694 0.045 0.0146 0.0571
0 2053386 0 3019703 0.045 0.0147 0.0558
0 4203270 0 4355479 0.074 0.0054 0.2351
0 4001663 0 3739879 0.044 0.0147 0.0491
0 4011211 0 1502431 0.068 1e-04 0.2514
0 1672891 0 2107360 0.051 0.0112 0.1036
0 4163633 0 5744366 0.049 0.0134 0.0793
0 3439273 0 5526304 0.047 0.0146 0.0664
0 4994863 0 5310010 0.045 0.016 0.0462
0 1788793 0 5110745 0.075 0.0046 0.2423
0 1563155 0 4373382 0.055 0.0076 0.1462
0 1639837 0 5047589 0.046 0.0147 0.0597
0 1740826 0 3377129 0.052 0.0093 0.125
0 5633102 0 1756438 0.046 0.0137 0.0632
0 3881950 0 2348090 0.075 0.0052 0.2402
0 2285240 0 4190801 0.046 0.0153 0.0552
0 5680568 0 5884807 0.078 0.0043 0.2578
0 5788895 0 4392229 0.045 0.0144 0.0558
0 3857501 0 3799270 0.08 0.0047 0.2665
0 3553857 0 1809322 0.042 0.0146 0.0445
0 3965507 0 2404301 0.08 0.0048 0.2643
0 1525871 0 1307467 0.048 0.0137 0.0729
0 1985141 0 1433499 0.047 0.013 0.0767
0 4123366 0 4486646 0.045 0.0146 0.0579
0 4495074 0 1085881 0.045 0.0142 0.062
0 1243474 0 2076182 0.047 0.0136 0.0704
0 3806112 0 3634523 0.045 0.0154 0.0496
0 2915576 0 3459953 0.049 0.0049 0.2342
0 4645847 0 4632518 0.044 0.0152 0.0443
0 1410498 0 3406561 0.047 0.0128 0.0768
0 5126635 0 5736428 0.071 0.0055 0.2246
0 4853015 0 1150174 0.075 0.0051 0.2411
0 2772719 0 3603734 0.055 0.0085 0.1411
0 2436457 0 4422755 0.045 0.0136 0.0545
0 3841978 0 2144601 0.046 0.0156 0.0511
0 4798701 0 4335247 0.044 0.0156 0.0453
0 5140636 0 1927650 0.046 0.0141 0.0621
0 3729156 0 4352290 0.047 0.0137 0.0714
0 3535816 0 1229402 0.048 0.0132 0.0781
0 1351806 0 4295552 0.046 0.015 0.0584
0 4579211 0 4297801 0.076 0.0046 0.2506
0 2319467 0 3639938 0.045 0.0148 0.0544
0 2926874 0 3537276 0.033 0.0121 0.0455
0 2387091 0 5127639 0.045 0.0143 0.0627
0 5808286 0 1642249 0.046 0.0148 0.0594
0 3599564 0 3725577 0.045 0.0156 0.0473
0 4473751 0 4140795 0.047 0.0136 0.0717
0 1102761 0 5603599 0.08 0.0042 0.2664
0 4974211 0 4895309 0.046 0.0143 0.0631
0 1164224 0 2988306 0.048 0.0122 0.0866
0 1181780 0 5451976 0.075 0.0049 0.2436
0 1470401 0 5330214 0.077 0.0036 0.2642
0 3765989 0 1991190 0.076 0.0052 0.2474
0 2972756 0 1906085 0.045 0.0154 0.0482
0 1578606 0 3401377 0.046 0.014 0.0672
0 4418975 0 2162521 0.077 0.0046 0.2501
0 2651022 0 2948673 0.041 0.0141 0.048
0 4786797 0 5093350 0.047 0.0138 0.0711
0 1986025 0 3350419 0.044 0.015 0.0509
0 2289287 0 5036475 0.043 0.0153 0.0459
0 1040149 0 4786173 0.045 0.0151 0.0566
0 1090712 0 5867603 0.046 0.015 0.0552
0 2480016 0 1007586 0.072 0.0059 0.2203
0 2220000 0 2996416 0.078 0.0042 0.2605
0 2771335 0 4682512 0.066 1e-04 0.2461
0 5120122 0 3158055 0.044 0.0142 0.0568
0 3560857 0 3328712 0.077 0.005 0.2393
0 3347932 0 2015467 0.051 0.0107 0.1113
0 2530856 0 2966782 0.067 0.0066 0.216
0 1957278 0 3640656 0.047 0.0136 0.0723
0 4136556 0 2318290 0.044 0.0153 0.0495
0 4751260 0 2487361 0.081 0.0032 0.2767
0 5439817 0 5718655 0.083 0.0034 0.2855
0 4771155 0 5636070 0.078 0.0043 0.2594
0 5324384 0 3393312 0.046 0.0147 0.06
0 4915474 0 3654230 0.045 0.0142 0.0553
0 4642348 0 2055602 0.044 0.0151 0.0481
0 3126737 0 3626912 0.045 0.0146 0.0599
0 2754190 0 2151309 0.045 0.015 0.0516
0 4913680 0 4688063 0.044 0.0156 0.0457
0 3115337 0 1320775 0.068 1e-04 0.2498
0 5547781 0 5307842 0.045 0.0151 0.0539
0 3732166 0 4210747 0.047 0.0132 0.0687
0 5024911 0 5228318 0.046 0.0132 0.072
0 3031850 0 4889772 0.043 0.0151 0.0482
0 1176865 0 2213764 0.041 0.0141 0.0449
0 5675548 0 5861228 0.047 0.0131 0.0738
0 2041201 0 5273057 0.041 0.0132 0.0526
0 5428461 0 3906946 0.052 0.0096 0.119
0 1821127 0 1541913 0.046 0.0149 0.055
0 3521772 0 5074969 0.045 0.015 0.0568
0 3251639 0 4513900 0.047 0.0141 0.0699
0 2991309 0 5975925 0.046 0.0145 0.0612
0 1489909 0 4945560 0.045 0.0153 0.0518
0 5704930 0 1686709 0.078 0.0038 0.2623
0 4889025 0 4757933 0.071 0.0053 0.23
0 5075558 0 5407178 0.074 0.0043 0.2435
0 5865749 0 4761192 0.045 0.0144 0.0589
0 3369113 0 4357974 0.048 0.0127 0.0823
0 4112001 0 1037833 0.072 0.004 0.2511
0 2889105 0 2601979 0.073 0.0051 0.2365
0 4587824 0 3508824 0.074 0.0045 0.2405
0 4817795 0 5722544 0.041 0.014 0.0479
0 2694166 0 2620111 0.046 0.0131 0.0747
0 1223056 0 2354209 0.067 1e-04 0.2476
0 2842890 0 1926817 0.047 0.0138 0.0717
0 3964109 0 1600000 0.082 0.004 0.2751
0 3404552 0 2786427 0.045 0.0158 0.0466
0 1440244 0 2184894 0.045 0.0151 0.0534
0 3950234 0 3725521 0.049 0.0131 0.0806
0 4404688 0 3657625 0.045 0.0157 0.0495
0 4692347 0 4722408 0.066 1e-04 0.2466
0 2023960 0 5419963 0.053 0.0097 0.1226
0 4794585 0 2058753 0.078 0.005 0.2486
0 5360226 0 3124556 0.047 0.0135 0.0737
0 4082927 0 1483670 0.08 0.0038 0.2696
0 4746629 0 3318287 0.047 0.0136 0.0726
0 4114130 0 5112071 0.044 0.015 0.0528
0 5374097 0 4843237 0.045 0.0147 0.0588
0 3264185 0 3982351 0.045 0.0142 0.0585
0 2190878 0 4628162 0.053 0.0096 0.1227
0 3437903 0 2117212 0.048 0.0124 0.0853
0 2403530 0 3178862 0.046 0.0143 0.0582
0 3325961 0 1252415 0.066 0 0.2468
0 1065006 0 5054541 0.047 0.0145 0.0651
0 3719689 0 4318600 0.046 0.0143 0.064
0 1489051 0 1645798 0.045 0.0152 0.055
0 4818883 0 1938009 0.077 0.0051 0.2501
0 5398756 0 5458520 0.039 0.0099 0.0633
0 3264329 0 4458247 0.045 0.0138 0.0619
0 4366157 0 5059360 0.041 0.0138 0.0495
0 1861300 0 1425038 0.045 0.015 0.053
0 2280970 0 3687326 0.082 0.0035 0.2729
0 4646310 0 1173624 0.046 0.014 0.0679
0 5248641 0 5503547 0.041 0.014 0.0459
0 2918284 0 3532926 0.046 0.0146 0.0583
0 3797784 0 2722195 0.044 0.0149 0.054
0 2374360 0 5120146 0.044 0.0157 0.0452
0 3821421 0 5306328 0.079 0.0042 0.2603
0 4884983 0 2212564 0.044 0.0153 0.0484
0 2644849 0 5934882 0.044 0.015 0.05
0 4861387 0 3504931 0.045 0.0152 0.0548
0 5756790 0 1158278 0.044 0.0149 0.055
0 3303948 0 5668443 0.046 0.0148 0.0587
0 2444688 0 4550796 0.046 0.0142 0.0612
0 4559621 0 3442455 0.047 0.0136 0.0668
0 5592703 0 4437868 0.046 0.0144 0.0639
0 5109889 0 1401838 0.04 0.014 0.0447
0 4684923 0 3630134 0.072 0.0061 0.2212
0 5154088 0 3820329 0.068 1e-04 0.2521
0 5839424 0 2818255 0.075 0.0051 0.2438
0 5207081 0 1938601 0.044 0.0156 0.0456
0 5613737 0 5047873 0.046 0.0143 0.0647
0 5850182 0 5007532 0.047 0.0131 0.0756
0 3522664 0 3805453 0.083 0.0039 0.28
0 1372936 0 5200423 0.076 0.0049 0.2484
0 5446732 0 5623127 0.069 0.0062 0.2114
0 1699513 0 1266217 0.071 0.0059 0.2203
0 1218598 0 3580052 0.078 0.005 0.2533
0 5527270 0 4945053 0.044 0.0148 0.0519
0 5713840 0 5708543 0.053 0.0086 0.1312
0 4666174 0 3566129 0.081 0.0039 0.2719
0 5941831 0 5785873 0.082 0.0048 0.268
0 4739161 0 4148283 0.045 0.0159 0.0452
0 4527232 0 3502634 0.047 0.0133 0.0699
0 1148518 0 4760761 0.048 0.0129 0.0792
0 1961676 0 4247264 0.048 0.0125 0.0863
0 4015325 0 5689735 0.045 0.0148 0.0578
0 3863169 0 4931082 0.049 0.013 0.0795
0 1350925 0 5612362 0.067 0 0.2487
0 5759039 0 1464073 0.047 0.0134 0.0696
0 1535004 0 3440515 0.08 0.0049 0.2629
0 1561033 0 5134315 0.075 0.0051 0.2421
0 3893091 0 4762519 0.044 0.0152 0.0511
0 1273267 0 2875282 0.044 0.0159 0.0447
0 1870024 0 1924516 0.045 0.0148 0.0543
0 5495085 0 3981936 0.048 0.0134 0.0779
0 3808384 0 2062910 0.045 0.0156 0.0482
0 5742162 0 1881822 0.077 0.0052 0.244
0 5046320 0 5481440 0.046 0.0151 0.0562
0 5753059 0 1501580 0.045 0.0137 0.065
0 4151410 0 4425541 0.075 0.0059 0.2358
0 2983785 0 4399173 0.085 0.0035 0.2841
0 1911147 0 4662555 0.079 0.0041 0.2622
0 2780604 0 1230610 0.045 0.0139 0.0649
0 1487657 0 5395613 0.045 0.0145 0.0614
0 1657701 0 5086425 0.066 0.0068 0.1961
0 2673397 0 5191630 0.074 0.0063 0.2292
0 2788725 0 1648073 0.041 0.0129 0.0636
0 1713592 0 3455167 0.075 0.0048 0.2415
0 1132062 0 3098315 0.078 0.0033 0.2641
0 2206459 0 5204987 0.046 0.014 0.0636
0 1584545 0 3977197 0.065 1e-04 0.2437
0 1171876 0 4617261 0.045 0.0157 0.0487
0 4882641 0 4978994 0.048 0.0133 0.0775
0 3900624 0 4496402 0.038 0.0117 0.0622
0 5362581 0 5400037 0.053 0.009 0.1282
0 2650562 0 5582392 0.046 0.0137 0.0697
0 1533656 0 1538802 0.04 0.0139 0.046
0 3632261 0 3000350 0.046 0.0146 0.0601
0 4180543 0 3400219 0.066 0 0.2467
0 1342746 0 4031777 0.045 0.0152 0.0538
0 5153697 0 4546725 0.052 0.0106 0.1144
0 3861478 0 5242212 0.068 1e-04 0.248
0 1226375 0 3553857 0.04 0.014 0.0446
0 4763998 0 5545292 0.045 0.0146 0.0546
0 1080696 0 5126551 0.047 0.0134 0.0733
0 4166869 0 2173318 0.046 0.014 0.0655
0 5854113 0 3206592 0.044 0.0158 0.0458
0 2847620 0 3672514 0.079 0.0041 0.2625
0 5077959 0 2954265 0.046 0.0146 0.0611
0 1403902 0 2936108 0.045 0.014 0.0632
0 4315547 0 5124516 0.078 0.0041 0.2608
0 3002749 0 5622345 0.046 0.015 0.0551
0 1797475 0 1211189 0.133 0 0.4996
0 4447203 0 5830268 0.044 0.0158 0.0449
0 2153487 0 3316600 0.056 0.0074 0.1535
0 2258074 0 5985567 0.044 0.0153 0.0501
0 1546890 0 3901889 0.047 0.0127 0.0778
0 3122963 0 5515294 0.047 0.0135 0.074
0 4207084 0 1862143 0.079 0.0044 0.2673
0 4192759 0 3712591 0.045 0.0152 0.0527
0 1619440 0 5281132 0.045 0.0148 0.0548
0 5291978 0 4478964 0.044 0.015 0.0532
0 2769468 0 2292759 0.046 0.0139 0.067
0 5472839 0 4092609 0.048 0.0113 0.0951
0 1438713 0 3746187 0.044 0.0152 0.0498
0 5981848 0 2490356 0.066 0 0.2478
0 2986044 0 1583939 0.047 0.0137 0.0706
0 3749075 0 1184806 0.045 0.0149 0.0564
0 5218325 0 3987208 0.077 0.0045 0.2521
0 1915829 0 3629556 0.05 0.0107 0.1044
0 3662785 0 5759336 0.082 0.0042 0.2718
0 1482102 0 5729848 0.053 0.0095 0.1227
0 1028147 0 3907263 0.046 0.0143 0.0639
0 5861269 0 2869631 0.045 0.0144 0.0596
0 3339045 0 2560623 0.05 0.0104 0.1083
0 5530976 0 3369227 0.046 0.0145 0.0612
0 3642322 0 5148698 0.046 0.0144 0.0607
0 5033826 0 5301638 0.041 0.0146 0.0442
0 5271987 0 5179629 0.074 0.005 0.2395
0 1514453 0 2489510 0.051 0.0099 0.1167
0 3155486 0 4191774 0.078 0.0053 0.2515
0 1776710 0 1239026 0.047 0.0143 0.0658
0 1904079 0 5121841 0.044 0.0151 0.0511
0 4153967 0 4693125 0.047 0.0133 0.0776
0 2697295 0 5710784 0.046 0.0145 0.0626
0 4700520 0 1433572 0.075 0.0047 0.2463
0 1139024 0 2117715 0.074 0.0045 0.2422
0 5210635 0 3966265 0.044 0.0159 0.0446
0 4719143 0 2226839 0.045 0.0145 0.0596
0 5462044 0 4212964 0.045 0.0154 0.0515
0 3252314 0 2984255 0.072 0.0048 0.2313
0 5682425 0 3461822 0.08 0.004 0.2707
0 2235378 0 3669863 0.046 0.014 0.0661
0 2642461 0 2670870 0.046 0.0146 0.0597
0 1903744 0 4612221 0.045 0.0147 0.0563
0 3785559 0 5622913 0.047 0.0134 0.0707
0 4051431 0 1176865 0.041 0.0143 0.0455
0 4495275 0 2400321 0.045 0.015 0.0538
0 2384779 0 3731180 0.04 0.0136 0.045
0 2430435 0 1947687 0.046 0.0139 0.0678
0 4810730 0 5920959 0.066 1e-04 0.2472
0 5614775 0 1201354 0.044 0.015 0.0488
0 3623059 0 1853851 0.068 0 0.2478
0 1984943 0 3907860 0.046 0.0143 0.0635
0 1726133 0 2668507 0.048 0.0137 0.0772
0 1326380 0 2027317 0.046 0.0141 0.0646
0 2001801 0 3155210 0.045 0.0148 0.0562
0 3182637 0 5344041 0.079 0.0042 0.2623
0 4505453 0 1954367 0.046 0.0143 0.0642
0 3967498 0 3951916 0.046 0.0143 0.0613
0 5782833 0 5633697 0.075 0.0042 0.2484
0 2011564 0 3356817 0.076 0.005 0.248
0 5714462 0 5424823 0.046 0.0141 0.0647
0 3271881 0 4528344 0.045 0.0138 0.0609
0 3576442 0 5610849 0.047 0.0135 0.0739
0 3684656 0 4346267 0.078 0.0045 0.2603
0 3958161 0 4152468 0.046 0.0135 0.0697
0 1862973 0 3249422 0.053 0.0101 0.1189
0 5828848 0 5302197 0.078 0.0048 0.2564
0 3443114 0 5152160 0.054 0.0091 0.1346
0 2704892 0 2279690 0.049 0.0127 0.0857
0 4261205 0 1214466 0.046 0.0142 0.064
0 5344583 0 5712412 0.045 0.0152 0.0548
0 4327320 0 2980160 0.072 0.0056 0.2283
0 5017843 0 2641007 0.045 0.0139 0.064
0 3427818 0 4545912 0.074 0.0054 0.2343
0 4880690 0 1167273 0.044 0.0155 0.0453
0 2650280 0 1380906 0.076 0.0045 0.251
0 2055684 0 2085048 0.046 0.0147 0.0597
0 1539052 0 3990593 0.046 0.0146 0.0583
0 2592892 0 5728792 0.073 0.0056 0.229
0 5641356 0 5734615 0.08 0.0048 0.2598
0 2199382 0 2373869 0.045 0.0155 0.0507
0 3417405 0 2287362 0.046 0.0141 0.067
0 1751343 0 3484171 0.046 0.0143 0.0633
0 6004236 0 4327965 0.045 0.0144 0.06
0 3179951 0 2193492 0.046 0.0148 0.06
0 4624306 0 1557125 0.076 0.0054 0.2453
0 1930901 0 5618931 0.042 0.0139 0.0505
0 2256713 0 5627970 0.079 0.0046 0.2624
0 1415712 0 4249864 0.079 0.0042 0.2636
0 1127722 0 5444754 0.044 0.0146 0.0567
0 5707156 0 4472549 0.045 0.0152 0.0504
0 3835677 0 5818666 0.054 0.0095 0.1298
0 1019498 0 5179866 0.044 0.0157 0.0453
0 5420150 0 1297114 0.05 0.0111 0.1027
0 3589807 0 4161990 0.044 0.015 0.0486
0 5667850 0 5637921 0.046 0.0152 0.0567
0 1649283 0 4938498 0.048 0.0142 0.0721
0 4587498 0 3553432 0.044 0.0155 0.0492
0 5580794 0 2846373 0.067 0 0.2501
0 3804056 0 1156415 0.067 0 0.2495
0 2803892 0 3644991 0.048 0.0143 0.0692
0 1302824 0 5587967 0.078 0.0039 0.2631
0 5377702 0 3641950 0.045 0.0145 0.0576
0 4019343 0 1163898 0.065 0 0.246
0 4115568 0 4660150 0.045 0.0152 0.0511
0 2138892 0 2805320 0.045 0.0146 0.0596
0 3151005 0 4481212 0.046 0.0137 0.0681
0 3712621 0 2252626 0.052 0.0097 0.1223
0 1905158 0 3400099 0.047 0.0136 0.0746
0 2445191 0 2515797 0.046 0.0149 0.056
0 4364196 0 3359401 0.045 0.0137 0.063
0 3417767 0 5087745 0.054 0.0083 0.1382
0 1601272 0 2072930 0.075 0.0046 0.2453
0 1617676 0 1225868 0.046 0.0136 0.0703
0 4048587 0 4148566 0.045 0.0145 0.056
0 1392671 0 1987193 0.046 0.0144 0.0582
0 5965921 0 3205867 0.047 0.014 0.0694
0 2479191 0 3978881 0.073 0.0038 0.2563
0 4568234 0 2813853 0.075 0.0046 0.2465
0 4521774 0 4337025 0.044 0.0157 0.0479
0 5734990 0 5315183 0.048 0.0128 0.081
0 3176410 0 5229833 0.075 0.0055 0.2383
0 5036969 0 2758148 0.043 0.0155 0.0454
0 1497344 0 2945161 0.046 0.0142 0.0624
0 2287112 0 2836528 0.045 0.0146 0.0583
0 2325558 0 2354775 0.048 0.0136 0.0763
0 1910703 0 5387355 0.045 0.0154 0.0486
0 1478416 0 2133530 0.046 0.0138 0.0691
0 5740345 0 2671079 0.082 0.0046 0.2686
0 2074449 0 4329464 0.045 0.0153 0.05
0 2782258 0 6024057 0.048 0.0131 0.0787
0 5682907 0 4452380 0.075 0.0044 0.2494
0 4564504 0 5008908 0.071 0.0047 0.2331
0 4793176 0 2150511 0.047 0.0134 0.0736
0 5458089 0 5863238 0.041 0.0139 0.0481
0 3095819 0 1394576 0.077 0.0046 0.2554
0 3687650 0 3965277 0.084 0.0041 0.2845
0 4681363 0 3329717 0.075 0.0052 0.2379
0 5154671 0 1336369 0.052 0.0112 0.1068
0 5885196 0 2478433 0.079 0.0039 0.2654
0 1854130 0 5204154 0.048 0.0123 0.0863
0 2327549 0 5523300 0.047 0.0133 0.0747
0 1606029 0 4039307 0.077 0.0047 0.254
0 1489526 0 1499401 0.055 0.0085 0.1413
0 1011783 0 4092287 0.045 0.0141 0.0643
0 1144582 0 3473739 0.048 0.0133 0.0764
0 2853122 0 5221152 0.047 0.0144 0.0659
0 3829791 0 5306720 0.046 0.0151 0.0576
0 3841544 0 1505609 0.045 0.014 0.0636
0 1660736 0 2581902 0.046 0.0135 0.0721
0 4674799 0 4359602 0.051 0.0101 0.114
0 3449423 0 1390512 0.046 0.0133 0.0714
0 5912211 0 1048335 0.045 0.0144 0.0594
0 1744501 0 1255081 0.046 0.0143 0.0633
0 2757048 0 5070875 0.047 0.0133 0.0772
0 1462271 0 2304287 0.047 0.0142 0.0662
0 1067168 0 5883119 0.045 0.0142 0.0616
0 2475069 0 2275243 0.047 0.0138 0.0713
0 3633716 0 3713529 0.044 0.0156 0.0467
0 5272078 0 4306379 0.045 0.0157 0.0452
0 2954534 0 5531006 0.045 0.0151 0.0515
0 1618375 0 4380044 0.07 0.006 0.2169
0 3232956 0 5752598 0.041 0.0142 0.0445
0 1393147 0 3479393 0.044 0.0146 0.0549
0 2120758 0 4051516 0.046 0.0136 0.0692
0 5057528 0 2787208 0.077 0.0056 0.2439
0 5670565 0 5612385 0.051 0.0112 0.1058
0 4829017 0 1028661 0.076 0.0047 0.2466
0 3294407 0 5539346 0.074 0.0053 0.2351
0 2961228 0 2035601 0.051 0.0099 0.1173
0 2631827 0 4502933 0.041 0.0143 0.0463
0 5874056 0 1981426 0.046 0.013 0.0747
0 2087919 0 1924667 0.077 0.0042 0.255
0 1717636 0 5345851 0.047 0.0135 0.0716
0 2153027 0 2500039 0.044 0.0152 0.0506
0 2532310 0 5571990 0.068 0 0.2499
0 3848809 0 5446758 0.078 0.0043 0.2595
0 5500540 0 1732248 0.045 0.0143 0.0622
0 5479035 0 4000013 0.045 0.0145 0.0586
0 2724564 0 4483554 0.076 0.0045 0.242
0 1789191 0 4173373 0.047 0.0137 0.0688
0 4142032 0 1531219 0.044 0.0152 0.0516
0 4427606 0 5353811 0.055 0.008 0.143
0 5367482 0 3986329 0.08 0.004 0.2665
0 5329240 0 2927231 0.052 0.0099 0.1202
0 5403723 0 1862881 0.041 0.0146 0.0443
0 1995887 0 1248323 0.046 0.0142 0.0642
0 3795430 0 5848864 0.049 0.0126 0.086
0 4990348 0 5530490 0.045 0.0144 0.0547
0 2287415 0 4611547 0.05 0.0105 0.1029
0 4232555 0 4826716 0.045 0.0137 0.0631
0 3973911 0 3425813 0.043 0.0152 0.0466
0 4207692 0 1372643 0.046 0.0152 0.054
0 5827387 0 5341539 0.054 0.0087 0.1372
0 5460265 0 5508066 0.08 0.004 0.2657
0 5282506 0 3273184 0.079 0.0034 0.2696
0 3904657 0 5780725 0.045 0.0142 0.0625
0 3884135 0 5883424 0.046 0.0156 0.0547
0 4103015 0 4254846 0.044 0.0156 0.0464
0 5361834 0 2832128 0.046 0.0143 0.0624
0 2744277 0 3293550 0.051 0.0103 0.1107
0 2696776 0 4334071 0.05 0.0124 0.0927
0 3887780 0 5134323 0.051 0.0106 0.1088
0 5595780 0 1789679 0.045 0.0144 0.055
0 1271116 0 1606771 0.044 0.015 0.0492
0 4840997 0 2979841 0.045 0.0146 0.0599
0 2985726 0 4765002 0.074 0.0056 0.233
0 3499507 0 3643392 0.046 0.016 0.049
0 4705363 0 6017378 0.04 0.0139 0.046
0 4695137 0 2655227 0.047 0.0144 0.0674
0 2229290 0 3004205 0.046 0.0137 0.0711
0 3753957 0 1948230 0.046 0.0143 0.0608
0 6021114 0 3471292 0.045 0.0152 0.0511
0 2983839 0 2090706 0.057 0.0033 0.269
0 1532390 0 1141021 0.045 0.0153 0.0522
0 3013386 0 2822900 0.045 0.0153 0.048
0 6019301 0 1757177 0.045 0.0154 0.0516
0 3470946 0 2806790 0.08 0.0053 0.258
0 5064551 0 5258900 0.047 0.0137 0.0677
0 2049660 0 2129613 0.072 0.006 0.2234
0 5158480 0 3446829 0.044 0.0154 0.0445
0 5416767 0 3326144 0.046 0.015 0.0594
0 1789311 0 5589135 0.053 0.0087 0.1303
0 3758125 0 2796404 0.046 0.015 0.0595
0 1718814 0 5481734 0.045 0.0144 0.0584
0 3556200 0 3318102 0.048 0.0127 0.0851
0 3099866 0 3656865 0.046 0.0139 0.0638
0 4658671 0 3873320 0.072 0.005 0.2297
0 5425532 0 5454492 0.045 0.0144 0.0601
0 4155353 0 5682442 0.082 0.0033 0.28
0 4307446 0 5437930 0.045 0.0159 0.0483
0 2460577 0 2624927 0.04 0.0136 0.0462
0 1438530 0 3928171 0.04 0.0126 0.0631
0 2812719 0 2713707 0.077 0.004 0.2589
0 1712751 0 5805335 0.045 0.0148 0.0558
0 2309716 0 1698170 0.045 0.0133 0.0694
0 1958926 0 5930832 0.046 0.0143 0.0636
0 4425320 0 1181137 0.075 0.0053 0.236
0 2903440 0 2130690 0.046 0.0137 0.0669
0 3080546 0 2727524 0.045 0.0138 0.0648
0 3689888 0 4730411 0.078 0.0051 0.2526
0 5963597 0 5726932 0.052 0.0102 0.1167
0 3160066 0 1822205 0.076 0.0045 0.2478
0 3486748 0 3986579 0.067 0 0.2493
0 3080898 0 4514842 0.054 0.0088 0.1354
0 5633920 0 5799225 0.045 0.0139 0.0656
0 5773075 0 3073805 0.04 0.0141 0.0443
0 4366157 0 1401838 0.04 0.0137 0.0452
0 4246226 0 2166801 0.066 1e-04 0.2438
0 5639577 0 5182601 0.045 0.0143 0.0594
0 5252257 0 4832476 0.081 0.0033 0.2777
0 1665119 0 1309816 0.045 0.0151 0.0516
0 2867101 0 3763379 0.046 0.0145 0.0636
0 1752581 0 3370494 0.045 0.014 0.0631
0 3809708 0 2522221 0.046 0.0147 0.0605
0 3996115 0 1361411 0.044 0.0145 0.0537
0 1085112 0 4279713 0.078 0.0057 0.2447
0 3156418 0 1889069 0.081 0.0046 0.2665
0 1957414 0 3890748 0.075 0.0051 0.2414
0 5529841 0 4451201 0.045 0.0147 0.0567
0 4884172 0 5550920 0.047 0.0132 0.0759
0 2609090 0 4690608 0.055 0.0084 0.1363
0 2586490 0 3638518 0.048 0.0127 0.0828
0 4751689 0 5406256 0.054 0.0089 0.1362
0 1877316 0 1815810 0.048 0.0135 0.0772
0 5678286 0 4647763 0.077 0.0052 0.2462
0 2074964 0 4370017 0.046 0.014 0.0628
0 2969255 0 2791976 0.046 0.0131 0.0752
0 1588463 0 5316325 0.045 0.0147 0.0577
0 5508023 0 3671649 0.055 0.0081 0.1432
0 3542457 0 5657197 0.047 0.014 0.0699
0 3928636 0 2941977 0.049 0.0108 0.097
0 3304091 0 1760921 0.047 0.0128 0.0799
0 3070934 0 3038672 0.045 0.0146 0.0564
0 2893129 0 5591086 0.068 1e-04 0.2533
0 4566921 0 4479662 0.051 0.0105 0.1134
0 1332727 0 4566297 0.046 0.0129 0.0769
0 3290807 0 1113766 0.053 0.0088 0.1311
