FID1 IID1 FID2 IID2 HetHet IBS0 KINSHIP
0 2933753 0 4816893 0.047 0.0142 0.0667
0 4787317 0 4156678 0.078 0.004 0.2627
0 1799820 0 1344415 0.082 0.0035 0.2807
0 3288816 0 3506655 0.046 0.0139 0.0675
0 3984675 0 4231414 0.044 0.0155 0.046
0 2056895 0 1460238 0.045 0.0157 0.049
0 5297142 0 1930901 0.041 0.0135 0.0489
0 1107720 0 3025609 0.046 0.0147 0.059
0 3932783 0 3349014 0.045 0.0146 0.0561
0 1852953 0 2572501 0.052 0.0103 0.1111
0 2712221 0 2462155 0.045 0.0149 0.0526
0 1951224 0 5209571 0.046 0.0134 0.0735
0 3294706 0 5864615 0.055 0.0086 0.1373
0 5982417 0 1576503 0.044 0.0153 0.0476
0 1101079 0 2479907 0.051 0.0113 0.1041
0 5797439 0 5061229 0.045 0.0135 0.066
0 1030684 0 5289243 0.047 0.0132 0.0767
0 4172309 0 2899330 0.045 0.0148 0.0552
0 3160784 0 1990737 0.047 0.0136 0.0726
0 4055650 0 1235560 0.067 1e-04 0.2489
0 5129827 0 5497312 0.045 0.0144 0.0614
0 4874666 0 3067457 0.046 0.0139 0.0665
0 1532993 0 3204293 0.047 0.0146 0.0623
0 2814947 0 4817795 0.042 0.014 0.0457
0 1420720 0 4308157 0.052 0.0101 0.1171
0 4848366 0 3834544 0.073 0.0058 0.2243
0 3500620 0 5386891 0.044 0.0155 0.0486
0 2152120 0 5146563 0.077 0.0059 0.2435
0 5008048 0 1785636 0.044 0.0145 0.0542
0 2625069 0 3345852 0.078 0.004 0.2607
0 2553202 0 5445595 0.044 0.0148 0.0536
0 2205780 0 5817104 0.047 0.0136 0.0739
0 4667683 0 5338246 0.07 0.007 0.2114
0 3020623 0 2250879 0.051 0.0109 0.104
0 1371789 0 3638810 0.047 0.0126 0.0796
0 3576712 0 2665743 0.047 0.013 0.0748
0 5081364 0 5979872 0.048 0.0127 0.0838
0 4081602 0 3935260 0.046 0.0144 0.063
0 2722918 0 6006081 0.047 0.0147 0.0642
0 4427509 0 2812091 0.047 0.013 0.0798
0 4063787 0 1019026 0.068 1e-04 0.2504
0 1603405 0 3780273 0.045 0.0146 0.0546
0 5712549 0 3061000 0.046 0.0139 0.0659
0 2227921 0 1186685 0.045 0.0141 0.0624
0 3519545 0 1546680 0.072 0.0055 0.2274
0 3618311 0 3236487 0.044 0.0148 0.0516
0 4668673 0 3853065 0.047 0.0133 0.0731
0 4169478 0 1664753 0.044 0.015 0.0518
0 4149030 0 4918685 0.046 0.0151 0.0582
0 3278085 0 3764532 0.048 0.0137 0.0739
0 4392145 0 4648963 0.045 0.014 0.0661
0 3961790 0 3142219 0.068 0 0.2518
0 4151027 0 5092692 0.045 0.0142 0.061
0 2974916 0 3230813 0.047 0.014 0.0692
0 1789110 0 2224338 0.041 0.0143 0.0442
0 4308074 0 1745250 0.04 0.0138 0.0458
0 3685449 0 4551191 0.046 0.0143 0.0609
0 4866255 0 1100946 0.044 0.0158 0.0456
0 3837781 0 3393585 0.079 0.0037 0.2666
0 1419655 0 1351666 0.048 0.0133 0.0759
0 3221619 0 5786262 0.078 0.004 0.2608
0 4356566 0 5107858 0.056 0 0.2523
0 3008640 0 1190746 0.046 0.0142 0.0666
0 1458390 0 5068105 0.079 0.004 0.2651
0 3701939 0 5833288 0.046 0.0151 0.0566
0 1227780 0 2203753 0.066 1e-04 0.2459
0 1544724 0 4782120 0.054 0.0089 0.1342
0 5409948 0 2962303 0.045 0.0155 0.0478
0 4841446 0 3237314 0.045 0.0157 0.0463
0 5586624 0 2151944 0.046 0.0145 0.0608
0 1502385 0 5465619 0.045 0.0147 0.0579
0 1377931 0 2945671 0.052 0.0103 0.1125
0 5161166 0 3630764 0.052 0.0098 0.1193
0 4764605 0 5376102 0.046 0.0144 0.0575
0 2574884 0 3774939 0.046 0.0154 0.0498
0 5429484 0 2557999 0.047 0.014 0.0688
0 4817650 0 2347980 0.044 0.0156 0.0457
0 4836202 0 1118529 0.046 0.0149 0.0554
0 1423014 0 1505058 0.047 0.0127 0.0804
0 2758659 0 4654376 0.046 0.0139 0.0686
0 4836270 0 4697647 0.044 0.0152 0.0483
0 2093509 0 4308219 0.054 0.0085 0.1383
0 2777039 0 4560399 0.08 0.0044 0.2647
0 3316028 0 2278665 0.046 0.0144 0.0601
0 1914599 0 5531954 0.047 0.0136 0.0724
0 5358163 0 2788918 0.043 0.0139 0.0525
0 2051889 0 2347493 0.047 0.0133 0.0753
0 2789296 0 5273057 0.039 0.0134 0.0444
0 1317161 0 3865992 0.044 0.0151 0.0498
0 5033224 0 4023785 0.054 0.0091 0.1316
0 4429894 0 2096203 0.068 1e-04 0.251
0 2076496 0 1550324 0.046 0.0145 0.0649
0 4871996 0 5931867 0.047 0.0137 0.0721
0 5450830 0 1556032 0.049 0.0111 0.1
0 5911712 0 3817092 0.046 0.0139 0.068
0 1865315 0 4722927 0.045 0.0153 0.0494
0 1626835 0 1443867 0.047 0.0147 0.0627
0 5432868 0 5550464 0.055 0.0092 0.1304
0 3456053 0 4803325 0.066 1e-04 0.2477
0 5288943 0 5527270 0.053 0.0083 0.1325
0 2657104 0 1214553 0.051 0.0108 0.1087
0 1749994 0 2555656 0.047 0.0127 0.0806
0 1137889 0 2142416 0.044 0.0157 0.0472
0 4624420 0 1236401 0.045 0.0158 0.0489
0 4676619 0 3043642 0.047 0.0137 0.0711
0 4567016 0 3575925 0.077 0.005 0.2484
0 1490641 0 2719102 0.048 0.0134 0.0754
0 2716615 0 4128682 0.053 0.0098 0.1224
0 1548297 0 3481135 0.048 1e-04 0.2485
0 2976198 0 4447848 0.054 0.0082 0.1368
0 5217468 0 2486048 0.066 0 0.2483
0 3033039 0 4238334 0.048 0.0129 0.0815
0 2372877 0 5479703 0.067 1e-04 0.2486
0 1027397 0 5093619 0.053 0.0094 0.1286
0 5516640 0 3769330 0.037 0.0115 0.0702
0 4772093 0 4995523 0.045 0.0152 0.0464
0 1937300 0 3822614 0.067 0 0.2486
0 4905205 0 1481606 0.047 0.014 0.0649
0 1699815 0 2894148 0.045 0.0145 0.059
0 5001247 0 2806104 0.052 0.0107 0.1119
0 5951303 0 1125059 0.047 0.0143 0.0693
0 1153259 0 5094926 0.076 0.0042 0.2542
0 2924994 0 2739425 0.075 0.0049 0.2436
0 1715483 0 1026819 0.044 0.0156 0.0451
0 4821744 0 2503980 0.067 1e-04 0.2479
0 1862881 0 1950429 0.041 0.0134 0.0508
0 5696932 0 4680051 0.046 0.0153 0.0563
0 3738701 0 2182830 0.052 0.0094 0.122
0 2093511 0 5715149 0.044 0.0148 0.0507
0 5112176 0 2609357 0.036 0.0099 0.0916
0 4469362 0 5587223 0.044 0.0153 0.0482
0 2645637 0 3245937 0.046 0.0136 0.0685
0 4966627 0 3688471 0.072 0.0056 0.2248
0 1470561 0 4832954 0.044 0.0156 0.0443
0 4891809 0 4068277 0.044 0.0155 0.0468
0 3982772 0 1100671 0.035 0.0128 0.0472
0 3500837 0 1432505 0.073 0.005 0.234
0 4597537 0 2732891 0.067 0 0.2493
0 2749166 0 5248641 0.04 0.0134 0.0477
0 5479177 0 5293303 0.066 0 0.2482
0 1382442 0 5950576 0.041 0.013 0.0545
0 3379632 0 1273803 0.046 0.0138 0.0669
0 3134770 0 2819174 0.047 0.0134 0.074
0 1295383 0 5786831 0.044 0.0156 0.0464
0 1412664 0 4959881 0.044 0.0156 0.0459
0 1869070 0 3924219 0.079 0.0039 0.2669
0 1674186 0 2886960 0.047 0.0138 0.072
0 4486918 0 2772384 0.062 0.0033 0.2597
0 2403893 0 1079167 0.045 0.0139 0.0625
0 5419128 0 5260711 0.077 0.0043 0.2548
0 2892567 0 3843597 0.045 0.0154 0.0491
0 2484287 0 4119389 0.041 0.0137 0.0491
0 1291314 0 4890137 0.044 0.0155 0.0499
0 4885199 0 2571112 0.067 1e-04 0.2468
0 3990480 0 2567088 0.079 0.0038 0.2664
0 5394834 0 1245992 0.045 0.0146 0.055
0 4464020 0 4562984 0.047 0.0138 0.0738
0 4332282 0 2980840 0.065 0 0.2439
0 1511664 0 5910649 0.05 0.0116 0.1016
0 1740516 0 1701772 0.047 0.0137 0.0713
0 5011741 0 1607523 0.046 0.0135 0.0698
0 2686854 0 5265142 0.055 0.0081 0.1424
0 1692123 0 3939187 0.079 0.004 0.2668
0 4204106 0 2252923 0.046 0.0147 0.0604
0 1507148 0 2423483 0.047 0.0143 0.0655
0 5267775 0 4212726 0.044 0.0158 0.0452
0 5316239 0 1285375 0.076 0.0047 0.2475
0 4141068 0 3436130 0.074 0.0053 0.2324
0 5301638 0 5722544 0.041 0.014 0.0465
0 5512338 0 3348045 0.076 0.0055 0.241
0 2460577 0 1930901 0.041 0.0139 0.0483
0 5875845 0 1997270 0.044 0.0151 0.0505
0 1608786 0 4270373 0.078 0.0057 0.2469
0 1116797 0 4636405 0.051 0.0094 0.1216
0 1406174 0 2927560 0.052 0.0086 0.1229
0 2128896 0 4770684 0.048 0.0126 0.081
0 2855644 0 4822608 0.044 0.0153 0.0499
0 2265652 0 1834191 0.08 0.0038 0.2699
0 2055111 0 2196442 0.046 0.0146 0.0587
0 3873105 0 4960017 0.076 0.0042 0.2546
0 5097846 0 2333732 0.042 0.0143 0.0471
0 5808342 0 2014424 0.071 0.006 0.2223
0 2760046 0 5208554 0.046 0.0142 0.0625
0 5527851 0 1790369 0.047 0.0124 0.0824
0 4522720 0 1138560 0.046 0.0138 0.0673
0 5687340 0 3422093 0.047 0.0141 0.0689
0 3718410 0 4724838 0.074 0.0048 0.2392
0 5027473 0 3275483 0.046 0.0141 0.0629
0 2888230 0 5433540 0.047 0.0132 0.0774
0 2728451 0 5417319 0.045 0.0154 0.0508
0 2914325 0 1046387 0.047 0.0133 0.0765
0 5543799 0 1427706 0.073 0.0051 0.2336
0 5065916 0 3611791 0.046 0.0144 0.0648
0 2699581 0 2326265 0.045 0.0154 0.0509
0 2333732 0 1999723 0.041 0.0142 0.0451
0 5449372 0 3399035 0.046 0.0136 0.0698
0 5136000 0 1886831 0.051 0.0104 0.1102
0 1340668 0 5807520 0.077 0.0043 0.2587
0 3254923 0 5035679 0.073 0.006 0.2295
0 5092266 0 3842891 0.071 0.0064 0.2159
0 5390532 0 2156000 0.045 0.0163 0.0447
0 4577127 0 1727762 0.046 0.0147 0.0599
0 3925754 0 4062896 0.067 0 0.2503
0 1553630 0 1388436 0.073 0.0058 0.2304
0 3013061 0 4042850 0.045 0.015 0.0535
0 1228630 0 1509208 0.045 0.0153 0.0515
0 1722099 0 3651495 0.046 0.0133 0.0697
0 5952168 0 2104835 0.078 0.0046 0.2567
0 5785666 0 3009462 0.052 0.0101 0.1174
0 2048599 0 1532552 0.045 0.0144 0.0615
0 2800298 0 1981109 0.048 0.0124 0.0871
0 3884419 0 1228785 0.046 0.0144 0.0642
0 4679008 0 4970191 0.074 0.0051 0.2401
0 2625087 0 4266464 0.045 0.0161 0.0461
0 1484610 0 2674923 0.075 0.0051 0.2413
0 4901986 0 3271362 0.045 0.0142 0.0625
0 2699766 0 3020354 0.046 0.0145 0.0567
0 4844201 0 3176006 0.044 0.0157 0.0475
0 1606436 0 4093285 0.079 0.0043 0.263
0 5174891 0 3482224 0.066 0 0.2456
0 2424329 0 5942415 0.079 0.0049 0.259
0 5396950 0 1600644 0.077 0.0044 0.2574
0 2600860 0 5841118 0.055 0.0082 0.1461
0 1848819 0 2338432 0.044 0.0155 0.0482
0 2558203 0 2048641 0.046 0.0142 0.0581
0 2063660 0 5249889 0.078 0.0058 0.2453
0 1702363 0 3290261 0.048 0.0137 0.074
0 4593523 0 2747594 0.045 0.0143 0.0628
0 1316941 0 4840476 0.077 0.0045 0.2533
0 4692200 0 5575564 0.046 0.0147 0.0616
0 2851345 0 3489850 0.045 0.0144 0.0591
0 4532407 0 4388051 0.052 0.0102 0.1134
0 2508724 0 4310650 0.081 0.0038 0.2751
0 3829494 0 2750137 0.045 0.0136 0.0672
0 1795306 0 4816102 0.079 0.0034 0.268
0 3294154 0 5738686 0.05 0.0106 0.106
0 4520034 0 1565290 0.044 0.0146 0.0487
0 1814809 0 2338879 0.054 0.0077 0.1436
0 4706240 0 2923536 0.068 0 0.254
0 5467975 0 5560951 0.046 0.015 0.0571
0 1847599 0 2711484 0.074 0.0038 0.2503
0 5875908 0 1085752 0.045 0.0146 0.0581
0 4552003 0 3185576 0.054 0.0082 0.1382
0 5103998 0 4637008 0.048 0.0128 0.0828
0 1836715 0 5734919 0.044 0.0152 0.051
0 1627884 0 2747147 0.076 0.0039 0.2538
0 5484221 0 3522643 0.066 0 0.2456
0 3138866 0 3630517 0.044 0.0152 0.0506
0 1615490 0 1554186 0.046 0.0145 0.0613
0 5279387 0 2266663 0.053 0.0089 0.1303
0 5949913 0 3403302 0.078 0.0039 0.2637
0 3730243 0 2583121 0.045 0.0152 0.0491
0 2815772 0 4765967 0.075 0.0036 0.2561
0 1139274 0 1018668 0.047 0.013 0.0702
0 2934069 0 3342168 0.046 0.0134 0.0725
0 4781346 0 4521933 0.046 0.0138 0.0665
0 3875679 0 1424412 0.069 0.0062 0.2124
0 4145484 0 5187782 0.052 0.0103 0.1136
0 5221103 0 5138570 0.048 0.0129 0.0839
0 2694373 0 5122982 0.048 0.0143 0.0689
0 5795374 0 5980813 0.045 0.0154 0.0467
0 5538099 0 3809452 0.047 0.0145 0.064
0 2612397 0 3167851 0.045 0.0144 0.0574
0 5969110 0 2595073 0.046 0.0129 0.0755
0 3177327 0 4174481 0.045 0.015 0.0552
0 3135400 0 2333732 0.041 0.0143 0.0448
0 4146680 0 2910810 0.061 0.0042 0.2437
0 2113534 0 5543129 0.047 0.013 0.0764
0 1151509 0 1745997 0.074 0.0059 0.2273
0 4263041 0 2747492 0.054 0.0086 0.1359
0 4122695 0 3746712 0.041 0.0121 0.0614
0 3058967 0 5683916 0.046 0.0147 0.0583
0 5262928 0 2799843 0.081 0.0039 0.272
0 2718262 0 2292257 0.071 0.0056 0.2206
0 1772252 0 2396513 0.053 0.0097 0.1235
0 4223054 0 2092596 0.071 0.0068 0.2157
0 5530969 0 5458663 0.046 0.0143 0.0625
0 5847331 0 4347714 0.047 0.0136 0.0704
0 3559731 0 2108069 0.053 0.0093 0.126
0 5508612 0 5776673 0.055 0.0081 0.1437
0 3651754 0 3054481 0.078 0.0058 0.2455
0 4993328 0 2766605 0.073 0.0066 0.2215
0 4172438 0 5213914 0.075 0.0051 0.243
0 1321799 0 5995989 0.046 0.0144 0.0632
0 5882484 0 4682182 0.052 0.0102 0.1172
0 5979848 0 5157600 0.076 0.0055 0.2391
0 3303023 0 4134266 0.047 0.0142 0.0675
0 4009252 0 1313307 0.047 0.0143 0.067
0 2950140 0 4191836 0.071 0.0062 0.2193
0 3349428 0 3666073 0.048 0.0139 0.0756
0 2802074 0 3859326 0.072 0.0063 0.2191
0 1675624 0 5424324 0.046 0.0145 0.0637
0 3218430 0 5265094 0.044 0.0158 0.0468
0 1899256 0 3579848 0.045 0.0149 0.0531
0 1040520 0 1005788 0.071 0.0049 0.2278
0 4601893 0 2215362 0.046 0.014 0.0658
0 5359520 0 2749166 0.04 0.0135 0.0442
0 1418065 0 5261674 0.046 0.0142 0.0632
0 5958921 0 3224587 0.046 0.0144 0.0642
0 3239541 0 5774708 0.045 0.015 0.0533
0 1513888 0 3284535 0.074 0.0059 0.2334
0 1177613 0 2599797 0.07 0.0064 0.2176
0 3763947 0 4961734 0.045 0.0155 0.0505
0 2836409 0 5201566 0.045 0.0147 0.0572
0 1659803 0 3933310 0.074 0.0051 0.2323
0 5787722 0 1921829 0.045 0.0142 0.0598
0 4741447 0 2188898 0.075 0.0058 0.236
0 4377069 0 5596074 0.051 0.011 0.1093
0 2750477 0 5273057 0.041 0.0136 0.0493
0 3805106 0 4827081 0.047 0.0128 0.0759
0 3029328 0 4270505 0.044 0.0151 0.0478
0 4838039 0 2719609 0.045 0.015 0.058
0 5839546 0 2871072 0.076 0.0053 0.2427
0 4789478 0 2548973 0.077 0.0059 0.2429
0 3936530 0 2078242 0.051 0.0103 0.1127
0 1474087 0 1868908 0.046 0.0139 0.0677
0 3445407 0 5547451 0.075 0.0053 0.24
0 1916483 0 3444694 0.047 0.0133 0.0733
0 5204857 0 4611828 0.056 0.0077 0.15
0 1926421 0 4495724 0.071 0.0049 0.2328
0 5794135 0 4448762 0.055 0.0089 0.138
0 5059360 0 2041201 0.041 0.0142 0.046
0 1451287 0 1631215 0.069 0.0067 0.2074
0 5692428 0 3714175 0.045 0.0145 0.0578
0 1679827 0 4183950 0.046 0.0155 0.0561
0 1791474 0 1742944 0.044 0.0152 0.0502
0 2834475 0 3366453 0.044 0.0155 0.0444
0 1638069 0 1434852 0.047 0.0139 0.07
0 3344194 0 2664181 0.044 0.0157 0.0444
0 1657985 0 4064257 0.046 0.0137 0.0701
0 1617420 0 5499939 0.08 0.0046 0.2635
0 5900469 0 3210885 0.046 0.0135 0.0658
0 3549839 0 1173624 0.053 0.0085 0.1364
0 5670530 0 2715942 0.067 0 0.2514
0 5211373 0 4996611 0.045 0.0151 0.0527
0 4576361 0 1442935 0.069 0.0062 0.2122
0 3406786 0 1867997 0.046 0.0142 0.0638
0 3022537 0 3934863 0.045 0.0148 0.0531
0 4184422 0 4783136 0.045 0.0153 0.0491
0 2847148 0 1275296 0.047 0.0136 0.0715
0 1275109 0 5273702 0.075 0.0051 0.2421
0 5439269 0 2798165 0.075 0.0042 0.2463
0 1305619 0 5831012 0.045 0.0155 0.0493
0 4155617 0 1267682 0.083 0.0037 0.2875
0 2346790 0 4356856 0.047 0.0135 0.0743
0 5565014 0 1479925 0.079 0.0039 0.2639
0 3802872 0 5225724 0.051 0 0.2517
0 3168579 0 5732649 0.076 0.0045 0.2495
0 3656806 0 3533902 0.045 0.0143 0.0584
0 4826015 0 5779984 0.076 0.0045 0.2488
0 2250706 0 4615718 0.071 0.006 0.2179
0 1803771 0 3625333 0.044 0.0145 0.0554
0 3678211 0 2749166 0.04 0.014 0.046
0 1608615 0 1933469 0.047 0.0139 0.0718
0 3146790 0 3028760 0.046 0.0143 0.0631
0 3780510 0 3832815 0.044 0.0151 0.0491
0 4330196 0 3946181 0.045 0.0152 0.0508
0 4659302 0 4800328 0.073 0.0046 0.2387
0 5017215 0 2574618 0.045 0.0142 0.0587
0 5376565 0 2592944 0.08 0.0039 0.2696
0 3560285 0 1082691 0.045 0.0141 0.063
0 1625340 0 1428255 0.045 0.0157 0.0485
0 4208412 0 4846449 0.047 0.0136 0.0716
0 3318464 0 5485741 0.045 0.0145 0.0585
0 2128847 0 3665005 0.054 0.0092 0.123
0 4601609 0 4517239 0.047 0.0134 0.0771
0 4681288 0 3864957 0.046 0.0146 0.0601
0 5301638 0 1986067 0.04 0.0137 0.0459
0 4572569 0 3216320 0.078 0.004 0.2585
0 3208929 0 1147647 0.045 0.0146 0.0585
0 2253627 0 1393254 0.045 0.014 0.0629
0 5035739 0 5235097 0.071 0.0055 0.2242
0 3731040 0 5183993 0.045 0.0148 0.0571
0 3081932 0 1911235 0.043 0.0155 0.0452
0 1105826 0 2528183 0.047 0.0146 0.0608
0 4049479 0 3836759 0.046 0.0146 0.0632
0 4495123 0 4475690 0.074 0.0043 0.243
0 5400762 0 4202724 0.047 0.0144 0.0664
0 1835684 0 3144238 0.049 0.0128 0.0835
0 4274138 0 5902897 0.047 0.0129 0.0779
0 2210870 0 3687227 0.049 0.0127 0.0843
0 1442136 0 4932687 0.046 0.0149 0.0555
0 3662692 0 2939240 0.078 0.0044 0.2567
0 3548585 0 3648208 0.066 0 0.2454
0 1981109 0 1879459 0.044 0.0148 0.0529
0 5557267 0 1590540 0.067 0 0.2511
0 2591661 0 3302807 0.046 0.0139 0.0677
0 3129225 0 5092493 0.082 0.0035 0.2779
0 3213432 0 2316184 0.044 0.0154 0.0458
0 4460689 0 4084147 0.046 0.014 0.0653
0 5079453 0 4377856 0.044 0.0148 0.0557
0 1032663 0 4973871 0.047 0.0136 0.0732
0 3390781 0 5205298 0.048 0.0127 0.0835
0 2897594 0 4874096 0.047 0.014 0.0677
0 2809109 0 2676763 0.047 0.0139 0.0675
0 3490319 0 4864598 0.046 0.0134 0.0708
0 3374005 0 3863932 0.053 0.0097 0.1207
0 2836924 0 1394066 0.046 0.0134 0.0709
0 5473495 0 5806178 0.044 0.0146 0.0535
0 2128587 0 3047891 0.044 0.015 0.0523
0 2983279 0 1716257 0.075 0.0044 0.2457
0 1108228 0 5148737 0.077 0.005 0.2457
0 3563688 0 3360455 0.046 0.0144 0.0629
0 5280643 0 4381968 0.047 0.0122 0.0895
0 3616352 0 5571253 0.045 0.015 0.0536
0 5270721 0 3518914 0.066 1e-04 0.2471
0 3716695 0 3223950 0.075 0.0044 0.2468
0 4329443 0 5155639 0.047 0.0136 0.0714
0 2368162 0 2638011 0.046 0.0141 0.0631
0 2631827 0 1981317 0.041 0.0141 0.0468
0 2067052 0 1591609 0.046 0.0147 0.0558
0 4601443 0 5711913 0.051 0.0102 0.1147
0 3127971 0 3116450 0.047 0.0129 0.0784
0 1222397 0 4501578 0.052 0.0092 0.1272
0 2522301 0 2230063 0.069 0.0064 0.2115
0 3058489 0 4884155 0.044 0.0146 0.0532
0 1993928 0 1516726 0.033 0.0115 0.0527
0 1063306 0 5264662 0.08 0.0044 0.2685
0 5705045 0 4649447 0.043 0.0155 0.0462
0 4819110 0 4182088 0.067 0 0.2477
0 5224116 0 3952156 0.072 0.0046 0.2355
0 2906300 0 5673261 0.045 0.0154 0.0508
0 2075234 0 5456652 0.066 1e-04 0.2479
0 4624373 0 5646168 0.071 0.0061 0.222
0 5161140 0 3757388 0.046 0.0141 0.0664
0 1915367 0 3691169 0.048 0.0138 0.073
0 4996382 0 5093267 0.08 0.0043 0.2641
0 5361845 0 5600031 0.046 0.0142 0.0638
0 1342192 0 4156697 0.045 0.0143 0.0569
0 3749985 0 2282155 0.047 0.0145 0.0632
0 5958087 0 4748544 0.045 0.0162 0.0449
0 2636518 0 5544243 0.047 0.0145 0.0666
0 3657787 0 2772977 0.054 0.0087 0.1323
0 4305579 0 2302950 0.076 0.0047 0.2465
0 4439002 0 3834802 0.047 0.0138 0.0707
0 1674112 0 1026568 0.078 0.0047 0.2531
0 4226389 0 2597477 0.077 0.0046 0.252
0 3987448 0 3022272 0.053 0.0088 0.1295
0 3611371 0 2489961 0.045 0.015 0.0562
0 2972153 0 3830213 0.047 0.0131 0.0762
0 1625044 0 2454574 0.051 0.0105 0.109
0 1031148 0 3576615 0.045 0.0137 0.0635
0 1380415 0 4671096 0.075 0.0043 0.2463
0 4087740 0 3108584 0.074 0.0047 0.2369
0 3433298 0 1992527 0.047 0.0128 0.0786
0 2230464 0 3523362 0.044 0.0146 0.0524
0 1501831 0 2122257 0.061 0.0044 0.2511
0 1056361 0 2573477 0.044 0.0156 0.0459
0 2257142 0 3693100 0.053 0.009 0.1302
0 2986044 0 2414191 0.053 0.0103 0.1204
0 1831817 0 2072011 0.048 0.0134 0.0762
0 3654363 0 5805721 0.075 0.006 0.2371
0 1912589 0 1182597 0.046 0.0144 0.0623
0 5843937 0 1940283 0.053 0.0096 0.1223
0 3411384 0 5857745 0.044 0.0147 0.0469
0 5254241 0 6007753 0.076 0.0049 0.2476
0 5099177 0 3068419 0.077 0.0042 0.2572
0 5014274 0 4161191 0.046 0.0147 0.0627
0 1751520 0 1549922 0.067 1e-04 0.2524
0 2660007 0 2351976 0.044 0.0145 0.0543
0 5561028 0 5582968 0.045 0.0154 0.0508
0 1301424 0 4917518 0.084 0.0046 0.2764
0 5348487 0 1676622 0.046 0.0148 0.0571
0 4553563 0 4698149 0.032 0.0119 0.0492
0 2097859 0 3916798 0.056 0.0081 0.1469
0 1132615 0 4502609 0.046 0.0143 0.063
0 1645615 0 3477720 0.045 0.0141 0.0607
0 5817732 0 2915411 0.047 0.0141 0.0683
0 3413074 0 4824749 0.044 0.0153 0.0467
0 3073805 0 5219449 0.041 0.0139 0.0445
0 5747567 0 1254531 0.066 1e-04 0.2444
0 5345892 0 5023340 0.071 0.0054 0.228
0 1213158 0 2232650 0.079 0.0053 0.2552
0 4785995 0 1964597 0.045 0.0149 0.0562
0 3637051 0 5123257 0.053 0.0097 0.124
0 2167535 0 1301461 0.067 0.0072 0.1949
0 2167974 0 1086648 0.047 0.0138 0.0724
0 1659966 0 4947359 0.045 0.0149 0.0562
0 3396935 0 3281496 0.048 0.0129 0.08
0 5584626 0 2157271 0.045 0.0147 0.0596
0 3177809 0 3271541 0.04 0.0138 0.0449
0 3397645 0 1475443 0.067 1e-04 0.2466
0 2898110 0 3293854 0.048 0.0135 0.0779
0 4897979 0 3989894 0.045 0.0145 0.0567
0 5626723 0 1410203 0.044 0.0154 0.045
0 1789110 0 1401838 0.041 0.014 0.0462
0 3746814 0 1379600 0.047 0.0136 0.0717
0 2297226 0 5475086 0.051 0.0101 0.1158
0 4059793 0 2376445 0.08 0.0043 0.2641
0 4426118 0 5453199 0.045 0.0147 0.0578
0 5330612 0 5438641 0.048 0.0133 0.0803
0 5953987 0 2570364 0.045 0.0146 0.0583
0 2460577 0 1401838 0.04 0.0137 0.0452
0 3450746 0 5486132 0.046 0.0133 0.071
0 4517189 0 3195657 0.046 0.0141 0.0653
0 2930335 0 3171032 0.069 0.0055 0.2163
0 5166296 0 3493324 0.04 0.013 0.0633
0 5003031 0 2429002 0.046 0.0151 0.055
0 1768319 0 4731041 0.043 0.015 0.0481
0 1017408 0 2640540 0.045 0.0154 0.0524
0 2810345 0 4369886 0.045 0.015 0.0512
0 4057943 0 3490460 0.044 0.0155 0.0497
0 1438331 0 2353795 0.047 0.0135 0.0743
0 1828831 0 2141403 0.046 0.0137 0.0658
0 4720018 0 5588331 0.046 0.0144 0.059
0 4276679 0 1992774 0.051 0.0107 0.1087
0 5627984 0 5893476 0.085 0.0041 0.2847
0 5515762 0 2152874 0.046 0.0134 0.0709
0 2055952 0 5907345 0.045 0.0157 0.0518
0 2947203 0 3190592 0.044 0.0155 0.048
0 1118642 0 3916474 0.046 0.0145 0.0629
0 1156570 0 3827669 0.046 0.0143 0.0631
0 5232610 0 4942301 0.045 0.0143 0.0592
0 3768229 0 5886697 0.045 0.0146 0.0586
0 5144694 0 2423358 0.044 0.0158 0.0475
0 1718814 0 2745040 0.08 0.0035 0.271
0 1366283 0 4122910 0.051 0.0101 0.1129
0 3736052 0 1808970 0.045 0.0156 0.0499
0 2796772 0 3547922 0.067 1e-04 0.2516
0 2522575 0 3462820 0.084 0.0041 0.2786
0 2804994 0 2765802 0.068 0 0.2507
0 5416210 0 5246806 0.045 0.016 0.0483
0 3513715 0 2176616 0.046 0.0148 0.0567
0 3012417 0 4320505 0.047 0.0128 0.078
0 2352863 0 3382575 0.075 0.0056 0.2335
0 5913868 0 2452827 0.068 0 0.2508
0 1337246 0 3921578 0.048 0.0139 0.075
0 3609449 0 3997662 0.046 0.0154 0.0531
0 5332184 0 5870454 0.048 0.0136 0.0741
0 3996645 0 5417833 0.077 0.0056 0.2432
0 5597434 0 2987924 0.046 0.0137 0.0682
0 1437942 0 3472080 0.047 0.0136 0.0698
0 2679706 0 3935939 0.044 0.0154 0.0492
0 2240156 0 1223505 0.078 0.0042 0.2608
0 3609034 0 4023231 0.046 0.0147 0.0591
0 4577746 0 3543332 0.074 0.0047 0.2396
0 2136387 0 2984217 0.046 0.0139 0.066
0 3729138 0 1771345 0.045 0.015 0.056
0 4400551 0 2882980 0.045 0.0152 0.0524
0 3199775 0 3616352 0.046 0.0143 0.0591
0 4666552 0 2350849 0.051 0.011 0.1074
0 5155833 0 2773662 0.047 0.0145 0.0661
0 5122072 0 3329577 0.053 0.0107 0.1181
